theta_deg,a,ff_plus,ff_cross,mismatch_plus,mismatch_cross,snr_ratio_plus,snr_ratio_cross,required_snr_plus,required_snr_cross,rho_dir_plus,rho_dir_cross,rho_obs_plus,rho_obs_cross,optimized,theta_mode
30.0,-0.99,0.9457746579257962,0.9433663571681766,0.05422534207420382,0.05663364283182337,1.2403789918067174,1.2439097530293173,13.767895983944594,13.480326433430566,107.64790957602662,106.54379926529052,133.52420555001257,132.53087103089268,True,anchor
30.0,0.0,0.9501973619575158,0.948623722829223,0.04980263804248419,0.051376277170776974,1.2298831664001408,1.2332721335301302,14.34992203696467,14.134149789325958,107.64790957602662,106.54379926529052,132.39435188571966,131.39749863431075,True,anchor
30.0,0.8,0.9538466270822364,0.953052222682566,0.04615337291776356,0.04694777731743405,1.2187519265705322,1.2216886188996539,14.892514806657772,14.768981681533269,107.64790957602662,106.54379926529052,131.1960971870729,130.16334697673472,True,anchor
30.0,0.99,0.9550367508981901,0.9542907888429353,0.04496324910180993,0.04570921115706472,1.2159599889106831,1.2188537996668853,15.083727982093293,14.962995389377097,107.64790957602662,106.54379926529052,130.89555093432355,129.86131456544524,True,anchor
30.0,0.999,0.9550169330058806,0.9542707137562393,0.04498306699411936,0.045729286243760714,1.2156259318500495,1.2185166097132551,15.080481381311891,14.959787498805827,107.64790957602662,106.54379926529052,130.85959039006724,129.8253890667114,True,anchor
37.375,-0.99,0.9583410470369952,0.9558398427089136,0.041658952963004814,0.044160157291086355,1.023114281263274,1.0258816273485845,15.657292295453619,15.217140397238158,100.35956831934983,97.76639279735734,102.67930760894406,100.29674614295388,True,anchor
37.375,0.0,0.9616421211753542,0.9592745496872248,0.03835787882464581,0.04072545031277519,1.0185564664608744,1.0210455151195448,16.303386233086385,15.831949710420801,100.35956831934983,97.76639279735734,102.22188728289568,99.82393689515747,True,anchor
37.375,0.8,0.9655271594657445,0.9635192022204091,0.03447284053425548,0.0364807977795909,1.0136453934397385,1.0156913363188744,17.180545064997567,16.709569378995187,100.35956831934983,97.76639279735734,101.72901411450967,99.30047814742386,True,anchor
37.375,0.99,0.9667214791575409,0.9647745898235082,0.03327852084245908,0.035225410176491834,1.0126649463155821,1.0148071495708944,17.480810307173428,16.999282921570245,100.35956831934983,97.76639279735734,101.63061686436939,99.21403439851463,True,anchor
37.375,0.999,0.966651703412684,0.9647022456057034,0.03334829658731597,0.03529775439429661,1.0123281372114301,1.0144598763360746,17.46282266959477,16.982166267099327,100.35956831934983,97.76639279735734,101.59681484807068,99.18008274703122,True,anchor
44.75,-0.99,0.977021247393915,0.9739239158294491,0.02297875260608495,0.02607608417055085,1.0001717049374057,1.0020753760452692,20.981962413594864,19.71190539998362,92.53803486637734,87.37139553978503,92.55392410386172,87.55272404113003,True,anchor
44.75,0.0,0.9795505790265848,0.9767035724957618,0.020449420973415178,0.023296427504238215,0.9982130723219647,1.0000935148896672,22.227529162803325,20.840088581036106,92.53803486637734,87.37139553978503,92.37267609060362,87.379566066199,True,anchor
44.75,0.8,0.9823776812071485,0.9799300611395286,0.017622318792851477,0.02006993886047137,0.9962558161313319,0.9973722528517254,23.927111385909463,22.434533758040672,92.53803486637734,87.37139553978503,92.1915554489924,87.14180560431458,True,anchor
44.75,0.99,0.9830732791714567,0.9807115875059885,0.016926720828543296,0.019288412494011475,0.9960212128049653,0.9974522445522932,24.40951783135081,22.88000600654471,92.53803486637734,87.37139553978503,92.16984571819732,87.14879459082479,True,anchor
44.75,0.999,0.9830707883614996,0.9807080497871773,0.016929211638500363,0.019291950212822706,0.9959707476038533,0.997397883606386,24.407737396761203,22.87792849671744,92.53803486637734,87.37139553978503,92.16517576765729,87.14404499911802,True,anchor
52.125,-0.99,0.995616591864704,0.9943534313624641,0.00438340813529603,0.005646568637535876,1.004245642472878,1.0054474258708992,47.81569692885048,42.142629463234265,84.69881179950104,75.53079759409074,85.0584126722793,75.94224601495445,True,anchor
52.125,0.0,0.9964200819724345,0.9953873537802023,0.0035799180275655207,0.004612646219797734,1.0039545961561083,1.0050087181265486,52.89961262344471,46.61506744297728,84.69881179950104,75.53079759409074,85.03376139507029,75.90911006911294,True,anchor
52.125,0.8,0.9972011652050259,0.9964442238355026,0.0027988347949741144,0.003555776164497426,1.0034140569197052,1.0040656766063343,59.815737293508604,53.07856828306195,84.69881179950104,75.53079759409074,84.98797836401594,75.83788139092681,True,anchor
52.125,0.99,0.9972187028821887,0.9964809891158689,0.0027812971178112766,0.0035190108841310908,1.0030976144673032,1.0039994824737932,60.00376379551313,53.3546288567875,84.69881179950104,75.53079759409074,84.96117606429456,75.83288169529993,True,anchor
52.125,0.999,0.9972030908941275,0.9964623719815592,0.0027969091058724915,0.0035376280184408193,1.0033727879754022,1.0042817074284693,59.836296654749596,53.214299639996696,84.69881179950104,75.53079759409074,84.98448293346925,75.85419837122758,True,anchor
59.5,-0.99,0.9875491795928301,0.9817260657354205,0.012450820407169938,0.01827393426457946,1.0125453149605734,1.0186381584823925,28.428704653846417,23.50050299411917,77.35856759034695,62.44050720269535,78.32905518566666,63.60428327166015,True,anchor
59.5,0.0,0.9867457822270295,0.9809825870143268,0.013254217772970533,0.019017412985673166,1.0132760547566702,1.019678008037572,27.559212085933286,23.040874048299155,77.35856759034695,62.44050720269535,78.38558416957396,63.66921200530006,True,anchor
59.5,0.8,0.9856001169868089,0.9794841463539108,0.014399883013191062,0.02051585364608921,1.0147023354629092,1.0215281421887326,26.447804199938748,22.191884723061904,77.35856759034695,62.44050720269535,78.49591920199038,63.78473532009155,True,anchor
59.5,0.99,0.9849900047799492,0.9786376914653111,0.015009995220050754,0.0213623085346889,1.0152310867683996,1.0222796527366624,25.90869620847364,21.752429376411722,77.35856759034695,62.44050720269535,78.53682264559463,63.831660019872466,True,anchor
59.5,0.999,0.984957544990898,0.9785969183573057,0.015042455009101952,0.021403081642694333,1.0151954379496102,1.0222421014284944,25.880938815130673,21.731924102020926,77.35856759034695,62.44050720269535,78.5340649040368,63.82931529714433,True,anchor
66.875,-0.99,0.9354265186615265,0.8752712164665443,0.06457348133847352,0.12472878353345573,1.0655341886482936,1.1374500571179649,12.650262970960808,9.246973448708868,71.00108395102522,48.317109355235594,75.65408238090504,54.95829879588768,True,anchor
66.875,0.0,0.9339470762954691,0.873424324563284,0.06605292370453086,0.126575675436716,1.0671877753523582,1.14028076616255,12.512574677841318,9.183786811500713,71.00108395102522,48.317109355235594,75.77148882930064,55.09507047434776,True,anchor
66.875,0.8,0.9319284935097908,0.8703847293300969,0.06807150649020921,0.12961527066990308,1.069575019630291,1.1443453258205138,12.332093047285746,9.082835281111242,71.00108395102522,48.317109355235594,75.94098576068973,55.291458247822476,True,anchor
66.875,0.99,0.9311321036070582,0.8690979646757458,0.06886789639294177,0.13090203532425415,1.070668985591278,1.1463812146356902,12.26310924768052,9.04119353768859,71.00108395102522,48.317109355235594,76.01865852972536,55.389826510340455,True,anchor
66.875,0.999,0.9311067663306981,0.8690431274309702,0.06889323366930189,0.13095687256902977,1.070679086932511,1.1464279383969742,12.260934436416278,9.039432976627536,71.00108395102522,48.317109355235594,76.01937573590224,55.3920840674239,True,anchor
74.25,-0.99,0.8419160479704759,0.619907126412669,0.15808395202952408,0.380092873587331,1.1798435147137485,1.5978272630834247,8.287741366208014,5.69934669658292,66.04537068994345,33.39428228840171,77.92320228539528,53.35829467151219,True,anchor
74.25,0.0,0.8414640346638312,0.620186555242719,0.15853596533616876,0.37981344475728096,1.1820837922592111,1.6013624772872475,8.276933702566707,5.700951139625353,66.04537068994345,33.39428228840171,78.07116224633371,53.47635061258462,True,anchor
74.25,0.8,0.8399607726140935,0.6183717865822124,0.16003922738590648,0.38162821341778763,1.1834952172748605,1.6041941111919977,8.241333571383935,5.6905679218453304,66.04537068994345,33.39428228840171,78.16438033469333,53.57091099453726,True,anchor
74.25,0.99,0.8393815279586356,0.6174802494872736,0.16061847204136437,0.38251975051272635,1.1839987971708994,1.605679941486704,8.227754834390344,5.685498806924871,66.04537068994345,33.39428228840171,78.19763945559923,53.62052923083134,True,anchor
74.25,0.999,0.8393860628020995,0.6174969927054721,0.1606139371979005,0.3825030072945279,1.1840297374630766,1.6057490979364257,8.227860844017242,5.685593813684118,66.04537068994345,33.39428228840171,78.19968291866532,53.622838660835406,True,anchor
81.625,-0.99,0.7336121307527176,0.2947503297633898,0.2663878692472824,0.7052496702366102,1.354516026072565,3.359638052169703,6.580847201375164,4.68005047258429,62.818049562162976,17.918931169992227,85.08805485857043,60.201123012915666,True,anchor
81.625,0.0,0.7340818616963889,0.2953487355296298,0.2659181383036111,0.7046512644703702,1.353510180148604,3.3517661769431686,6.585764841061579,4.680955659565749,62.818049562162976,17.918931169992227,85.02486957946715,60.06006742255263,True,anchor
81.625,0.8,0.7343008423085526,0.29639276668685954,0.26569915769144736,0.7036072333131405,1.3538846012680832,3.346422016064165,6.588062210259874,4.682540587823781,62.818049562162976,17.918931169992227,85.04838998390771,59.9643057716004,True,anchor
81.625,0.99,0.7342675950857557,0.29632223355850684,0.2657324049142443,0.7036777664414932,1.353724939528416,3.3453884216979812,6.587713208083008,4.682433285581668,62.818049562162976,17.918931169992227,85.03836034483211,59.94578486529505,True,anchor
81.625,0.999,0.7342836655103615,0.2963169662917474,0.2657163344896385,0.7036830337082526,1.353668456960243,3.3452258727546806,6.587881893369806,4.682425273794994,62.818049562162976,17.918931169992227,85.03481222006523,59.942872161968296,True,anchor
89.0,-0.99,0.6709615072800773,0.2872974813106699,0.3290384927199227,0.7127025186893301,1.5573498147948837,34.07881718513419,6.031265149453623,4.668973309579824,61.53182724286222,2.1471029371940076,95.82657976066226,73.17072847429924,True,anchor
89.0,0.0,0.6724787098564896,0.2901668129442625,0.3275212901435104,0.7098331870557375,1.5533492318031135,33.903786042423526,6.042475953630511,4.673195120759018,61.53182724286222,2.1471029371940076,95.58041657914193,72.79491859368476,True,anchor
89.0,0.8,0.6740389100400054,0.2908310174819497,0.3259610899599946,0.7091689825180503,1.5504376829641353,33.72553010771476,6.054096554490785,4.67418002811295,61.53182724286222,2.1471029371940076,95.40126365897277,72.4121847526993,True,anchor
89.0,0.99,0.6745916105501533,0.29194308566213967,0.32540838944984674,0.7080569143378603,1.5493462347511344,33.675346162534666,6.058235751538247,4.675835487947698,61.53182724286222,2.1471029371940076,95.33410485608586,72.30443465660314,True,anchor
89.0,0.999,0.67463409402362,0.2919260540398887,0.32536590597638004,0.7080739459601113,1.5492523295074399,33.67245211087431,6.058554404093275,4.675810073207548,61.53182724286222,2.1471029371940076,95.32832669485364,72.29822082978279,True,anchor
